ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20120009521,2012-04-22,17:11:00,6,Vehicle overturned (no collision),1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,40326,1,0,0,1,0,1,1,2,T intersection,3,60,Arterial Other
T20120009522,2012-04-22,19:24:00,2,Struck Pedestrian,1,Sunday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,251486,1,0,0,2,0,2,2,5,Not at intersection,3,999,
T20120009539,2012-04-22,22:35:00,1,Collision with vehicle,0,Sunday,137,LEFT TURN SIDESWIPE,6,35720,2,0,0,1,2,3,2,4,Multiple intersection,3,70,Arterial Other
T20120009682,2012-04-22,14:30:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,251518,1,0,0,1,0,1,2,5,Not at intersection,3,50,
T20120009523,2012-04-22,18:20:00,1,Collision with vehicle,1,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,254034,3,0,2,0,2,4,1,5,Not at intersection,2,100,Freeway
T20120016466,2012-04-23,17:50:00,2,Struck Pedestrian,2,Monday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,2,57540,1,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other
T20120009565,2012-04-23,07:10:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,251389,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120009567,2012-04-23,07:55:00,7,Fall from or in moving vehicle,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,57998,1,0,1,0,0,1,1,2,T intersection,2,100,Arterial Other
T20120009570,2012-04-23,13:14:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,252324,2,0,0,1,2,3,2,5,Not at intersection,3,60,Arterial Other
T20120009580,2012-04-23,12:55:00,8,No collision and no object struck,2,Monday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,252482,1,0,0,1,0,1,1,5,Not at intersection,3,60,Local Road
T20120009582,2012-04-23,11:00:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,221381,3,0,1,0,2,3,1,1,Cross intersection,2,80,Arterial Other
T20120009583,2012-04-23,12:30:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19418,2,0,0,2,2,4,1,1,Cross intersection,3,100,Arterial Highway
T20120009645,2012-04-23,19:05:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,29482,1,0,1,0,0,1,1,1,Cross intersection,2,60,Arterial Other
T20120009609,2012-04-23,18:38:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),3,44946,3,0,1,0,2,3,1,5,Not at intersection,2,80,Arterial Other
T20120009649,2012-04-23,14:40:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,251495,2,0,0,1,1,2,2,5,Not at intersection,3,70,Arterial Highway
T20120009591,2012-04-23,11:21:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,251431,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road
T20120009663,2012-04-23,16:50:00,1,Collision with vehicle,2,Monday,132,RIGHT REAR.,2,251504,2,0,1,1,0,2,1,5,Not at intersection,2,50,Local Road
T20120010221,2012-04-23,11:00:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29358,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road
T20120009608,2012-04-23,17:18:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,39505,2,0,0,1,2,3,1,2,T intersection,3,80,Local Road
T20120009822,2012-04-23,17:10:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,2,251394,1,0,0,1,2,3,1,5,Not at intersection,3,100,Arterial Other
T20120009856,2012-04-23,18:30:00,2,Struck Pedestrian,2,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,5,251407,1,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other
T20120009632,2012-04-23,15:30:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,42768,2,0,0,1,1,2,2,2,T intersection,3,80,Arterial Highway
T20120009618,2012-04-23,21:00:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,36134,1,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other
T20120009595,2012-04-23,14:40:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,35632,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Highway
T20130002100,2012-04-23,15:40:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,273080,2,0,0,1,1,2,1,5,Not at intersection,3,100,Arterial Highway
T20120009749,2012-04-23,13:20:00,1,Collision with vehicle,2,Monday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,251579,3,0,0,2,1,3,1,5,Not at intersection,3,100,Freeway
T20120009863,2012-04-23,18:35:00,1,Collision with vehicle,2,Monday,135,LANE CHANGE LEFT (NOT OVERTAKING),3,41394,2,0,0,3,1,4,2,3,Y intersection,3,80,Arterial Highway
T20120009604,2012-04-23,05:40:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,251994,1,0,0,1,0,1,2,5,Not at intersection,3,100,Arterial Other
T20120015229,2012-04-23,09:10:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,58176,2,0,0,1,7,8,1,1,Cross intersection,3,80,Local Road
T20120009775,2012-04-23,19:30:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,253058,2,0,0,1,1,2,2,5,Not at intersection,3,110,Local Road
T20120009616,2012-04-23,18:15:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),3,251489,2,0,0,2,1,3,2,5,Not at intersection,3,80,Arterial Highway
T20120009545,2012-04-23,06:45:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,2,43077,2,0,1,1,1,3,1,1,Cross intersection,2,80,Arterial Highway
T20120010056,2012-04-23,19:15:00,1,Collision with vehicle,2,Monday,116,LEFT NEAR (INTERSECTIONS ONLY),3,244394,2,0,0,1,1,2,2,1,Cross intersection,3,80,Arterial Other
T20120009613,2012-04-23,19:10:00,1,Collision with vehicle,2,Monday,136,RIGHT TURN SIDESWIPE,3,40614,2,0,1,1,2,4,1,2,T intersection,2,60,Arterial Highway
T20120024405,2012-04-23,14:30:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,254408,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Highway
T20120009615,2012-04-23,19:10:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,251488,1,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120009612,2012-04-23,18:35:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,38354,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other
T20120010139,2012-04-23,08:50:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,299112,3,0,0,1,2,3,2,5,Not at intersection,3,50,Local Road
T20120009600,2012-04-23,15:30:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,251436,4,0,1,1,5,7,1,5,Not at intersection,2,60,Arterial Other
T20120009602,2012-04-23,15:50:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,44624,2,0,1,2,0,3,1,2,T intersection,2,60,Arterial Other
T20120009660,2012-04-24,13:20:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,731,2,0,0,1,3,4,1,1,Cross intersection,3,60,Arterial Other
T20120010160,2012-04-24,18:25:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),6,241460,2,0,0,1,2,3,2,5,Not at intersection,3,80,Freeway
T20120009761,2012-04-24,19:00:00,1,Collision with vehicle,3,Tuesday,132,RIGHT REAR.,6,40382,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road
T20120009810,2012-04-24,20:00:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,251471,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road
T20120009777,2012-04-24,14:35:00,1,Collision with vehicle,3,Tuesday,131,LEFT REAR,1,46508,2,0,0,1,2,3,2,2,T intersection,3,50,Arterial Other
T20120009751,2012-04-24,14:30:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,251709,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road
T20120009750,2012-04-24,14:50:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,251580,2,0,1,0,1,2,1,5,Not at intersection,2,40,Arterial Other
T20120009633,2012-04-24,07:26:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),4,35304,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other
T20120009772,2012-04-24,15:45:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,50816,2,0,2,1,0,3,1,1,Cross intersection,2,100,
T20120009636,2012-04-24,08:55:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,65586,2,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road
T20120009719,2012-04-24,22:50:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,251568,1,0,0,1,1,2,1,5,Not at intersection,3,110,Freeway
T20120009638,2012-04-24,08:40:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,251494,3,0,0,1,4,5,1,5,Not at intersection,3,40,Local Road
T20120009643,2012-04-24,10:05:00,2,Struck Pedestrian,3,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,38477,1,0,0,1,1,2,1,2,T intersection,3,50,Arterial Highway
T20120009648,2012-04-24,09:35:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,274537,2,0,1,0,1,2,1,2,T intersection,2,60,Freeway
T20120009650,2012-04-24,09:50:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,35607,2,0,0,3,0,3,1,1,Cross intersection,3,60,Arterial Other
T20120009651,2012-04-24,08:00:00,6,Vehicle overturned (no collision),3,Tuesday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,252325,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway
T20120009654,2012-04-24,11:20:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,278508,2,0,0,1,3,4,1,1,Cross intersection,3,50,Local Road
T20120009668,2012-04-24,12:30:00,1,Collision with vehicle,3,Tuesday,140,U TURN,1,251890,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120009802,2012-04-24,23:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,3,42636,2,0,1,0,3,4,1,2,T intersection,2,60,Local Road
T20120009940,2012-04-24,21:50:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,251526,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road
T20120009941,2012-04-24,20:15:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),5,226313,2,0,0,1,1,2,2,1,Cross intersection,3,70,Arterial Highway
T20120009631,2012-04-24,07:00:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,251493,2,0,0,1,1,2,1,5,Not at intersection,3,50,Arterial Other
T20120009744,2012-04-24,13:30:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,251578,2,0,1,0,1,2,1,5,Not at intersection,2,100,Arterial Highway
T20120009711,2012-04-24,16:45:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,251563,3,0,0,1,3,4,1,5,Not at intersection,3,50,Local Road
T20120009705,2012-04-24,19:36:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,354518,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Highway
T20120009704,2012-04-24,18:40:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,251559,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Other
T20120009703,2012-04-24,18:50:00,6,Vehicle overturned (no collision),3,Tuesday,172,OFF CARRIAGEWAY TO RIGHT,5,251558,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road
T20120009702,2012-04-24,17:31:00,2,Struck Pedestrian,3,Tuesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,253013,1,0,0,2,0,2,1,5,Not at intersection,3,50,Local Road
T20120009701,2012-04-24,18:40:00,2,Struck Pedestrian,3,Tuesday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,3,251556,1,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120009696,2012-04-24,11:54:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,251520,3,0,1,3,2,6,1,5,Not at intersection,2,70,Arterial Other
T20120009960,2012-04-24,16:30:00,6,Vehicle overturned (no collision),3,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,9,251612,1,0,0,1,0,1,2,5,Not at intersection,3,888,Local Road
T20120009713,2012-04-24,20:59:00,2,Struck Pedestrian,3,Tuesday,104,PED WALKING WITH TRAFFIC,3,253064,1,0,1,0,1,2,1,5,Not at intersection,2,80,Freeway
T20120010169,2012-04-24,21:25:00,8,No collision and no object struck,3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,222523,1,0,1,0,0,1,1,1,Cross intersection,2,70,Arterial Highway
T20120009670,2012-04-24,13:30:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,51803,2,0,2,0,0,2,1,1,Cross intersection,2,50,Local Road
T20120009671,2012-04-24,13:40:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,40462,3,0,1,0,2,3,1,2,T intersection,2,60,Arterial Other
T20120009673,2012-04-24,13:36:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,251515,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road
T20120009674,2012-04-24,14:00:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,53006,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road
T20120009676,2012-04-24,12:20:00,1,Collision with vehicle,3,Tuesday,140,U TURN,1,251516,2,0,0,2,0,2,1,5,Not at intersection,3,50,Local Road
T20120009684,2012-04-24,14:40:00,6,Vehicle overturned (no collision),3,Tuesday,172,OFF CARRIAGEWAY TO RIGHT,1,252612,1,0,0,1,0,1,1,5,Not at intersection,3,80,Local Road
T20120009741,2012-04-24,15:00:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,252326,1,0,0,1,0,1,2,5,Not at intersection,3,110,Freeway
T20120011752,2012-04-24,18:00:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,253704,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road
T20120009685,2012-04-24,16:30:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,44374,2,0,0,3,5,8,1,2,T intersection,3,70,Arterial Other
T20120011590,2012-04-24,00:30:00,1,Collision with vehicle,3,Tuesday,135,LANE CHANGE LEFT (NOT OVERTAKING),6,51610,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway
T20120009698,2012-04-24,16:15:00,1,Collision with vehicle,3,Tuesday,132,RIGHT REAR.,1,45057,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120012515,2012-04-24,10:00:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,41278,2,0,0,2,0,2,2,1,Cross intersection,3,60,Arterial Other
T20120009681,2012-04-24,14:30:00,6,Vehicle overturned (no collision),3,Tuesday,172,OFF CARRIAGEWAY TO RIGHT,1,251517,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20120009727,2012-04-25,01:40:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,251571,1,0,0,2,0,2,1,2,T intersection,3,50,Local Road
T20120009812,2012-04-25,12:45:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,251472,2,0,0,5,3,8,2,5,Not at intersection,3,60,Arterial Highway
T20120009767,2012-04-25,12:45:00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,251588,2,0,0,1,4,5,1,5,Not at intersection,3,100,Freeway
T20120015665,2012-04-25,14:30:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,253022,1,0,0,1,0,1,1,5,Not at intersection,3,80,Arterial Other
T20120015854,2012-04-25,19:55:00,2,Struck Pedestrian,4,Wednesday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,3,253025,1,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road
T20120014238,2012-04-25,11:05:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,58146,2,0,0,2,2,4,2,2,T intersection,3,60,Local Road
T20120009771,2012-04-25,14:17:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,39376,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120009803,2012-04-25,23:10:00,4,Collision with a fixed object,4,Wednesday,175,OFF END OF ROAD/T-INTERSECTION.,3,60110,1,0,1,1,0,2,1,2,T intersection,2,60,Arterial Highway
T20120009724,2012-04-25,03:02:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,236,1,0,0,1,3,4,1,1,Cross intersection,3,50,Local Road
T20120009779,2012-04-25,15:00:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,39478,1,0,0,1,0,1,1,2,T intersection,3,70,Arterial Other
T20120009783,2012-04-25,15:30:00,4,Collision with a fixed object,4,Wednesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,251597,1,0,2,0,0,2,1,5,Not at intersection,2,80,Arterial Highway
T20120009785,2012-04-25,09:00:00,6,Vehicle overturned (no collision),4,Wednesday,170,OFF CARRIAGEWAY TO LEFT,1,256119,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other
T20120009787,2012-04-25,16:20:00,6,Vehicle overturned (no collision),4,Wednesday,180,OFF CARRIAGEWAY ON RIGHT BEND,2,251599,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Other
T20120009742,2012-04-25,10:05:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,41005,1,0,3,0,0,3,1,2,T intersection,2,50,Local Road
T20120009793,2012-04-25,13:20:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),1,251600,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120009794,2012-04-25,18:25:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,36999,2,0,1,0,2,3,1,1,Cross intersection,2,50,Local Road
T20120009795,2012-04-25,05:20:00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL,5,251602,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20120012192,2012-04-25,18:00:00,6,Vehicle overturned (no collision),3,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,49642,1,0,0,1,0,1,2,1,Cross intersection,3,888,Local Road
T20120009800,2012-04-25,21:00:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,41927,2,0,2,0,0,2,1,1,Cross intersection,2,80,Arterial Highway
T20120009754,2012-04-25,08:50:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,251582,1,0,0,1,0,1,1,2,T intersection,3,50,Local Road
T20120009917,2012-04-25,18:30:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),9,38713,2,0,0,2,1,3,2,2,T intersection,3,50,Arterial Other
T20120009757,2012-04-25,13:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,251585,2,0,0,1,5,6,1,5,Not at intersection,3,60,
T20120009957,2012-04-25,21:26:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,37431,2,0,1,2,1,4,1,4,Multiple intersection,2,80,Freeway
T20120009747,2012-04-25,11:25:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,29748,3,0,0,1,4,5,1,2,T intersection,3,80,Arterial Other
T20120012914,2012-04-25,04:30:00,2,Struck Pedestrian,4,Wednesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,6,252630,1,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road
T20120009815,2012-04-25,19:05:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,251380,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road
T20120009901,2012-04-25,13:35:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,38344,2,0,1,0,2,3,1,2,T intersection,2,50,Local Road
T20120009756,2012-04-25,12:00:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,251584,1,0,0,1,0,1,1,5,Not at intersection,3,80,Arterial Other
T20120009809,2012-04-26,03:51:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,55691,2,0,1,1,4,6,1,1,Cross intersection,2,70,Arterial Other
T20120009807,2012-04-26,08:05:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,37335,1,0,1,0,2,3,1,1,Cross intersection,2,50,Local Road
T20120009806,2012-04-26,05:40:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,43144,1,0,1,0,1,2,1,2,T intersection,2,50,Local Road
T20120009909,2012-04-26,20:50:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),5,39304,2,0,0,2,1,3,1,2,T intersection,3,60,Arterial Other
T20120009820,2012-04-26,08:45:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,251392,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road
T20120011016,2012-04-26,12:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,39286,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other
T20120010138,2012-04-26,07:30:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,2,52605,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway
T20120010889,2012-04-26,16:45:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,67328,2,0,0,3,2,5,2,1,Cross intersection,3,60,Arterial Other
T20120010442,2012-04-26,17:30:00,1,Collision with vehicle,5,Thursday,131,LEFT REAR,1,1189,2,0,0,2,2,4,2,2,T intersection,3,70,Arterial Highway
T20120013351,2012-04-26,16:30:00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY),2,252642,2,0,1,0,2,3,1,2,T intersection,2,60,Local Road
T20120012664,2012-04-26,14:15:00,1,Collision with vehicle,5,Thursday,131,LEFT REAR,1,1186,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway
T20120009858,2012-04-26,16:00:00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,251475,2,0,0,1,1,2,1,5,Not at intersection,3,75,Arterial Highway
T20120009857,2012-04-26,12:00:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,251474,1,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road
T20120009855,2012-04-26,13:34:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,251405,1,0,1,0,0,1,1,2,T intersection,2,50,Local Road
T20120009849,2012-04-26,11:55:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,251402,2,0,0,2,1,3,1,5,Not at intersection,3,80,Arterial Highway
T20120009842,2012-04-26,12:25:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,42128,2,0,0,3,0,3,1,2,T intersection,3,60,Arterial Other
T20120009826,2012-04-26,08:25:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,42244,5,0,0,1,3,4,1,2,T intersection,3,60,Arterial Other
T20120010657,2012-04-26,08:05:00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.,1,252696,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Other
T20120009825,2012-04-26,08:24:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,1,37243,2,0,0,1,1,2,2,2,T intersection,3,40,Arterial Other
