ACCIDENT_NO,PERSON_ID,VEHICLE_ID,SEX,AGE_GROUP,INJ_LEVEL,INJ_LEVEL_DESC,SEATING_POSITION,HELMET_BELT_WORN,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,LICENCE_STATE,TAKEN_HOSPITAL,EJECTED_CODE
T20210022197,01,A,M,18-21,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20200023870,A,A,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200023870,B,B,M,40-49,3,Other injury,D,6.0,6,Bicyclists,,,9.0
T20210015277,B,B,M,40-49,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20210015277,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210014963,B,B,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210014963,A,A,M,70+,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20210011661,C,C,M,30-39,4,Not injured,D,2.0,2,Drivers,V,,0.0
T20190019601,B,B,M,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20190019601,01,A,M,30-39,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210012384,B,B,M,50-59,2,Serious injury,D,9.0,6,Bicyclists,V,Y,1.0
T20220006899,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220009657,B,B,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220021978,A,A,M,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220021978,B,B,M,40-49,2,Serious injury,D,6.0,6,Bicyclists,,Y,1.0
T20220000177,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230005369,C,C,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20160019079,01,A,F,30-39,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20160019079,A,A,M,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210024816,05,B,M,5-12,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20210004226,A,A,F,65-69,3,Other injury,D,1.0,2,Drivers,V,,9.0
T20240009369,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010471,02,B,M,5-12,4,Not injured,LR,9.0,3,Passengers,,,0.0
T20210019954,A,A,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20210019954,01,,M,40-49,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240007301,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,O,,0.0
T20140001579,A,A,F,50-59,1,Fatality,D,1.0,2,Drivers,V,,0.0
T20230027538,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240014543,B,B,F,60-64,4,Not injured,D,6.0,6,Bicyclists,V,,2.0
T20240002757,C,C,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,9.0
T20230004522,A,A,U,Unknown,4,Not injured,NK,9.0,2,Drivers,Z,,9.0
T20230004522,01,,F,60-64,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20230025320,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230025320,B,B,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210020468,A,A,M,70+,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240027180,A,A,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20220010965,01,,M,16-17,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20240013847,A,A,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240013847,B,B,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,9.0
T20240004610,01,A,F,60-64,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20230010422,A,A,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20240006648,A,A,F,50-59,3,Other injury,D,8.0,2,Drivers,V,N,2.0
T20140020708,A,A,M,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210015408,01,A,F,13-15,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20230000660,A,A,M,26-29,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20180013395,C,C,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180013395,02,B,F,65-69,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20180013395,B,B,M,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180013395,01,,M,26-29,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20180016779,A,A,M,70+,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20180016779,B,B,F,Unknown,3,Other injury,D,9.0,2,Drivers,Z,,0.0
T20180016779,01,,F,50-59,4,Not injured,,8.0,1,Pedestrians,,,0.0
T20240016385,A,A,M,40-49,2,Serious injury,D,9.0,7,Drivers,V,Y,0.0
T20240016310,B,B,M,26-29,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,
T20240010467,B,B,F,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240010467,A,A,F,60-64,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010720,01,,M,70+,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240010720,A,A,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20240010435,A,A,M,18-21,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20240010477,A,A,M,50-59,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20240010477,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010477,D,D,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20240010477,E,E,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240010477,C,C,M,50-59,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20220026613,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240010438,A,A,F,26-29,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20240010572,A,A,F,22-25,3,Other injury,D,9.0,2,Drivers,V,,
T20240010572,01,A,M,16-17,4,Not injured,RR,9.0,3,Passengers,,,
T20240010572,03,A,F,18-21,4,Not injured,LF,9.0,3,Passengers,,,
T20240010572,02,A,M,16-17,4,Not injured,LR,9.0,3,Passengers,,,
T20240010743,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240010564,B,B,M,13-15,3,Other injury,D,6.0,6,Bicyclists,,N,1.0
T20240006130,A,A,M,40-49,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,2.0
T20240010466,B,B,F,30-39,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20210024477,03,A,F,18-21,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20240008856,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240008911,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,S,,0.0
T20240008911,02,A,M,18-21,4,Not injured,LF,8.0,3,Passengers,,,
T20240008911,01,A,M,30-39,4,Not injured,CF,8.0,3,Passengers,,,
T20240008911,B,B,M,22-25,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240008911,03,B,M,40-49,4,Not injured,LR,8.0,3,Passengers,,,
T20230005580,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240006847,01,A,M,22-25,3,Other injury,RR,9.0,3,Passengers,,,0.0
T20240000903,01,A,M,30-39,2,Serious injury,D,9.0,2,Drivers,,Y,0.0
T20240000903,02,A,U,Unknown,4,Not injured,NK,9.0,9,Not Known,,,9.0
T20240007064,B,B,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,
T20240002783,B,B,F,18-21,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240017214,A,A,F,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240001840,A,A,F,18-21,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20210004226,B,B,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210005821,B,B,M,30-39,3,Other injury,D,6.0,6,Bicyclists,,N,0.0
T20210005747,A,A,F,30-39,3,Other injury,D,9.0,2,Drivers,Z,,0.0
T20200004340,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200005089,D,D,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,
T20200008714,01,,M,26-29,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20200008714,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230001131,04,A,M,5-12,3,Other injury,CR,9.0,3,Passengers,,Y,0.0
T20160026724,01,C,M,40-49,4,Not injured,LR,1.0,3,Passengers,,,0.0
T20210023794,A,A,F,50-59,3,Other injury,D,9.0,2,Drivers,V,,
T20230021568,A,A,F,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20140024961,A,A,F,50-59,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210017029,A,A,M,22-25,4,Not injured,D,9.0,2,Drivers,O,,0.0
T20140019922,01,,F,30-39,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20210003702,B,B,F,30-39,4,Not injured,D,9.0,2,Drivers,V,,
T20240004701,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210012603,B,B,F,30-39,2,Serious injury,D,9.0,2,Drivers,V,Y,
T20170001756,01,A,U,5-12,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20170017832,B,B,F,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20170017832,A,A,M,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20220001276,B,B,F,26-29,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20220001276,C,C,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20140014638,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210019235,B,B,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210007266,A,A,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210005379,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210005379,B,B,M,50-59,4,Not injured,D,9.0,2,Drivers,N,,0.0
T20210008187,B,B,F,40-49,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20200022114,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200022851,B,B,F,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210001435,01,,F,70+,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20210019675,A,A,F,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20210008932,02,A,F,13-15,2,Serious injury,LR,9.0,3,Passengers,,Y,0.0
T20210008932,A,A,M,18-21,3,Other injury,D,9.0,2,Drivers,Z,N,0.0
T20210008932,01,A,M,18-21,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20210008932,B,B,M,60-64,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20210008932,03,A,M,16-17,2,Serious injury,RR,9.0,3,Passengers,,Y,9.0
T20210010000,01,A,F,13-15,4,Not injured,LF,1.0,3,Passengers,,,
T20210010000,B,B,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,
T20220012900,02,,M,50-59,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20170009419,C,C,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210013928,01,B,F,30-39,4,Not injured,OR,1.0,3,Passengers,,,0.0
T20200012299,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210019353,A,A,F,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,,0.0
T20210015974,B,B,M,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210024153,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20200013654,A,A,F,30-39,3,Other injury,D,7.0,6,Bicyclists,V,,1.0
T20200020237,A,A,M,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20140016283,B,B,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20210011789,A,A,F,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210011789,B,B,M,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20200004823,01,B,F,30-39,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20210005242,01,A,F,50-59,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20210005242,A,A,M,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210011883,A,A,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210011883,01,B,F,50-59,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210011883,B,B,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210011883,02,B,F,50-59,3,Other injury,RR,1.0,3,Passengers,,N,0.0
T20210012025,01,B,M,22-25,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210012025,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210007364,B,B,F,22-25,3,Other injury,D,9.0,2,Drivers,V,,
T20210019277,A,A,M,18-21,2,Serious injury,D,9.0,2,Drivers,V,Y,1.0
T20200023223,C,C,M,65-69,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210017168,01,A,M,30-39,4,Not injured,LF,1.0,3,Passengers,,,
T20210011226,A,A,F,60-64,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210011226,B,B,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20210011226,C,C,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20220002456,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240001840,B,B,F,50-59,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20230028680,A,A,M,60-64,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,0.0
T20240004676,C,C,M,30-39,3,Other injury,D,6.0,2,Drivers,Z,,1.0
T20220016450,B,B,M,50-59,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20220016450,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230029965,B,B,M,40-49,3,Other injury,D,9.0,6,Bicyclists,,,1.0
T20210024199,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,Z,,0.0
T20210024199,B,B,M,5-12,3,Other injury,D,6.0,6,Bicyclists,,N,1.0
T20240004676,A,A,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20240004358,01,,M,50-59,3,Other injury,,9.0,1,Pedestrians,,,0.0
T20240004358,B,B,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20230015880,01,B,M,18-21,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20230015880,B,B,M,18-21,3,Other injury,D,1.0,2,Drivers,Q,N,0.0
T20240009065,A,A,M,65-69,3,Other injury,D,1.0,2,Drivers,V,,
T20240010803,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230011731,06,B,M,5-12,3,Other injury,LR,1.0,3,Passengers,,,0.0
T20220011994,A,A,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,
T20220011994,01,A,F,70+,4,Not injured,LF,1.0,3,Passengers,,,
T20230018048,B,B,M,16-17,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230018048,02,B,M,50-59,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20210003543,A,A,M,65-69,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240007766,A,A,F,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240008697,A,A,M,26-29,3,Other injury,D,6.0,4,Motorcyclists,V,,1.0
T20230021319,B,B,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,
T20230021319,A,A,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,
T20230008562,A,A,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20230002794,01,,M,40-49,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20230002794,A,A,M,50-59,4,Not injured,D,5.0,2,Drivers,V,,0.0
T20230028566,B,B,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230028566,A,A,F,70+,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230010395,A,A,M,22-25,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20230010395,B,B,M,40-49,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20220003255,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220003255,01,,F,16-17,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240006735,A,A,F,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,9.0
T20240006735,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240012716,A,A,M,30-39,2,Serious injury,D,9.0,2,Drivers,V,Y,9.0
T20240012883,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240012883,A,A,M,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20220018945,02,B,F,50-59,4,Not injured,RR,1.0,3,Passengers,,,
T20220018945,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,
T20220018945,01,B,F,50-59,2,Serious injury,LF,1.0,3,Passengers,,Y,
T20230011731,07,B,F,5-12,4,Not injured,CR,3.0,3,Passengers,,,0.0
T20230011731,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230011731,02,A,F,0-4,4,Not injured,LR,3.0,3,Passengers,,,0.0
T20230011731,04,C,F,22-25,2,Serious injury,RR,9.0,3,Passengers,,Y,0.0
T20230001179,B,B,F,26-29,3,Other injury,D,2.0,2,Drivers,V,N,0.0
T20230001179,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220008844,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220008844,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230022402,C,C,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230022402,01,A,F,5-12,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20230022402,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230022402,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20170015327,A,A,M,18-21,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20170015327,D,D,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20170015327,F,F,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20170015327,01,B,F,16-17,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20170015327,E,E,U,Unknown,4,Not injured,D,1.0,2,Drivers,O,,0.0
T20170015327,C,C,M,50-59,2,Serious injury,D,1.0,2,Drivers,V,,0.0
T20230011731,08,B,F,5-12,4,Not injured,RR,3.0,3,Passengers,,,0.0
T20230011731,C,C,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240001975,A,A,M,60-64,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240001975,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240009230,C,C,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210025748,B,B,M,50-59,3,Other injury,D,6.0,6,Bicyclists,,N,1.0
T20160009255,B,B,F,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20190013627,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240012268,B,B,M,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20240012268,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240012576,B,B,M,13-15,2,Serious injury,D,9.0,6,Bicyclists,,Y,2.0
T20180013743,B,B,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240014249,A,A,F,22-25,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20210010692,B,B,M,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230030724,02,B,M,13-15,3,Other injury,RR,2.0,3,Passengers,,,0.0
T20230000204,B,B,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240011923,B,B,F,30-39,3,Other injury,D,6.0,9,Not Known,V,N,2.0
T20200006052,A,A,M,40-49,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20240014002,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240014002,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20200006052,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,N,,0.0
T20240014095,A,A,F,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240005395,B,B,F,18-21,2,Serious injury,D,6.0,6,Bicyclists,V,Y,1.0
T20240005395,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220003244,A,A,F,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240011605,01,B,M,5-12,4,Not injured,LR,3.0,3,Passengers,,,0.0
T20170001228,A,A,M,16-17,2,Serious injury,D,2.0,2,Drivers,Z,N,0.0
T20240014095,B,B,F,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240008394,02,B,U,Unknown,4,Not injured,LF,9.0,3,Passengers,,,
T20240012576,A,A,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190005646,B,B,M,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240012266,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,
T20210024351,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240000847,A,A,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240005423,01,A,F,70+,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20240005423,02,B,M,18-21,4,Not injured,LR,1.0,3,Passengers,,,0.0
T20240005423,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240002822,A,A,M,65-69,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230013126,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230013126,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230013126,C,C,M,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240014533,A,A,U,Unknown,4,Not injured,NK,9.0,2,Drivers,Z,,0.0
T20240013682,B,B,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20230028953,B,B,M,26-29,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20230028953,A,A,F,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200000164,G,G,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200000164,E,E,F,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200000164,01,,F,40-49,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240013682,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240011403,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240000204,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240000204,02,A,M,18-21,3,Other injury,RR,1.0,3,Passengers,,N,0.0
T20240013511,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240013511,01,B,M,70+,2,Serious injury,D,8.0,4,Motorcyclists,,Y,1.0
T20240013548,A,A,M,30-39,2,Serious injury,D,1.0,2,Drivers,N,Y,0.0
T20240013514,A,A,M,60-64,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20240013558,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240013462,A,A,M,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240013521,A,A,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240013521,B,B,M,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240015763,B,B,M,26-29,3,Other injury,D,6.0,6,Bicyclists,V,N,
T20240009338,A,A,M,22-25,2,Serious injury,D,6.0,6,Bicyclists,,Y,1.0
T20240009338,B,B,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,0.0
T20240009338,01,B,U,Unknown,4,Not injured,NK,9.0,9,Not Known,,,0.0
T20230029274,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230012811,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,N,,
T20220003406,B,B,F,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230017396,01,C,F,0-4,3,Other injury,LR,3.0,3,Passengers,,N,0.0
T20230015499,A,A,F,70+,2,Serious injury,D,9.0,2,Drivers,V,Y,9.0
T20210003687,A,A,M,50-59,3,Other injury,D,9.0,2,Drivers,Z,,0.0
T20210003687,B,B,M,60-64,3,Other injury,D,6.0,6,Bicyclists,,,0.0
T20220003406,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240014537,A,A,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240009782,B,B,M,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230029359,A,A,F,65-69,3,Other injury,D,8.0,2,Drivers,V,N,0.0
T20230029359,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180020282,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230028800,02,B,M,22-25,4,Not injured,LF,1.0,3,Passengers,,,
T20210018350,04,A,U,Unknown,4,Not injured,LF,9.0,3,Passengers,,,9.0
T20210018350,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210018350,01,A,U,Unknown,4,Not injured,RR,9.0,3,Passengers,,,9.0
T20210019088,A,A,M,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20180020282,07,A,F,50-59,3,Other injury,OR,9.0,3,Passengers,,N,0.0
T20210014217,01,A,F,18-21,3,Other injury,LR,1.0,3,Passengers,,N,0.0
T20210007001,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200011589,01,,M,5-12,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20210003662,01,B,M,5-12,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20120012284,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20120012284,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210003662,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210003662,B,B,M,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20210013768,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20210011397,A,A,M,30-39,3,Other injury,D,9.0,4,Motorcyclists,V,N,1.0
T20220021418,04,D,M,5-12,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20200011324,A,A,M,50-59,2,Serious injury,D,9.0,2,Drivers,V,Y,
T20220026427,01,,F,30-39,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20210019692,B,B,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200016244,02,B,U,Unknown,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20210012332,B,B,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
